% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.624150593e+01 -9.737584941e+02 -9.737584941e+02 +1.4360e+00 +6.8624e-01 -1.6446e+00
14 0 +2.247537847e+01 -9.775246215e+02 -9.775246215e+02 -1.3059e+00 +8.6285e-01 +1.7999e+00
26 0 +1.443791315e+01 -9.855620868e+02 -9.855620868e+02 -3.9543e-01 -1.2707e+00 -2.5400e-01
49 0 +7.426849620e+00 -9.925731504e+02 -9.925731504e+02 -2.1044e+00 -1.2673e-01 +1.5500e+00
98 0 +5.088281444e-02 -9.999491172e+02 -9.999491172e+02 -2.6220e-01 -2.9337e-01 +1.9470e+00
3106 0 +3.338057077e-03 -9.999966619e+02 -9.999966619e+02 +1.0357e+00 +5.4953e-01 +2.5376e+00
23568 0 +9.072053929e-04 -9.999990928e+02 -9.999990928e+02 +1.7010e+00 +1.0663e+00 +2.8246e+00
29473 0 +7.925885940e-04 -9.999992074e+02 -9.999992074e+02 +1.0848e+00 +6.8346e-01 +2.5618e+00
37948 0 +5.536765686e-04 -9.999994463e+02 -9.999994463e+02 +1.0063e+00 +5.3746e-01 +2.4799e+00
146118 0 +1.411677537e-04 -9.999998588e+02 -9.999998588e+02 +1.5762e+00 +8.3719e-01 +2.7393e+00
229117 0 +8.989686648e-05 -9.999999101e+02 -9.999999101e+02 +1.6158e+00 +8.6843e-01 +2.7544e+00
606170 0 +1.600888720e-05 -9.999999840e+02 -9.999999840e+02 +1.1540e+00 +5.7543e-01 +2.5448e+00
776263 0 +3.588587902e-06 -9.999999964e+02 -9.999999964e+02 +1.4793e+00 +7.8696e-01 +2.6903e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.341084815e+01 +1.063410848e+03 +1.063410848e+03 -1.2379e+00 -1.6679e+00 -8.8529e-01
2 0 +5.911380628e+01 +1.059113806e+03 +1.059113806e+03 -1.2598e-01 +8.5191e-01 +3.7207e-01
6 0 +2.068484265e+01 +1.020684843e+03 +1.020684843e+03 +1.5458e+00 +1.1153e-01 -1.8259e+00
11 0 +9.535073604e+00 +1.009535074e+03 +1.009535074e+03 +1.9735e+00 -2.9257e+00 +2.2478e+00
25 0 +9.350927398e-02 +1.000093509e+03 +1.000093509e+03 -2.0436e+00 +2.0486e-01 -2.1850e+00
41 0 +5.530209108e-03 +1.000005530e+03 +1.000005530e+03 -5.6665e-01 -1.5239e+00 -2.2281e+00
3772 0 +3.496028256e-03 +1.000003496e+03 +1.000003496e+03 -7.9606e-01 -1.3589e+00 -1.9546e+00
