% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.728535107e+01 -8.526464893e+01 -8.526464893e+01 -1.7328e+00 +2.6567e+00 -1.6896e+00 -9.7149e-01 -1.0542e+00
3 0 +1.054896025e+01 -9.200103975e+01 -9.200103975e+01 -1.8078e+00 -2.6262e+00 +2.8867e+00 +1.7264e+00 +6.6966e-01
8 0 +9.434582114e+00 -9.311541789e+01 -9.311541789e+01 +2.5410e+00 +1.2113e+00 +1.8595e+00 -1.7938e+00 +1.2729e+00
14 0 +6.287919073e+00 -9.626208093e+01 -9.626208093e+01 +3.0017e-01 -7.9101e-01 +2.4064e+00 -2.6321e+00 +2.7729e+00
58 0 +5.780647391e+00 -9.676935261e+01 -9.676935261e+01 +8.4556e-01 -9.4048e-01 +9.1126e-01 -9.4842e-01 -1.8897e+00
65 0 +5.381055376e+00 -9.716894462e+01 -9.716894462e+01 +9.4138e-01 -2.1242e-01 +1.6021e+00 +3.2055e-01 -1.0384e+00
143 0 +5.221699980e+00 -9.732830002e+01 -9.732830002e+01 -1.9637e+00 -7.9232e-01 -2.5285e+00 +1.7711e+00 -1.0979e+00
230 0 +4.799245084e+00 -9.775075492e+01 -9.775075492e+01 +2.0583e+00 +2.5807e+00 +4.5278e-01 -6.1507e-01 +1.5305e+00
236 0 +4.635612212e+00 -9.791438779e+01 -9.791438779e+01 -4.1317e-01 -1.1826e+00 +4.8863e-01 +2.4094e+00 -1.6637e+00
268 0 +3.368193776e+00 -9.918180622e+01 -9.918180622e+01 +1.4929e+00 -5.6692e-01 +1.3750e+00 +1.4858e-01 -9.1358e-01
458 0 +3.171966054e+00 -9.937803395e+01 -9.937803395e+01 -3.1092e-01 -1.2711e+00 +1.9284e+00 -2.1382e+00 +9.5364e-01
527 0 +2.943231654e+00 -9.960676835e+01 -9.960676835e+01 +4.9747e-01 -6.4615e-01 -8.8120e-01 +7.5229e-01 +1.6934e+00
872 0 +2.412208131e+00 -1.001377919e+02 -1.001377919e+02 +1.2130e+00 +2.4684e+00 +9.0723e-01 -9.4562e-01 -6.3878e-01
1801 0 +9.720473987e-01 -1.015779526e+02 -1.015779526e+02 -1.7916e+00 +1.4068e+00 +8.7853e-01 +1.2653e+00 +2.7022e-01
17346 0 +8.970468401e-01 -1.016529532e+02 -1.016529532e+02 -1.7778e+00 -1.4942e+00 +8.5212e-01 +2.9894e+00 -1.8953e+00
