% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.613004943e+03 +4.613004943e+03 +4.705944943e+03 +4.705944943e+03
2 +4.314380130e+03 +4.314380130e+03 +4.407320130e+03 +4.407320130e+03
4 +3.094211517e+03 +3.094211517e+03 +3.187151517e+03 +3.187151517e+03
8 +2.704758033e+03 +2.704758033e+03 +2.797698033e+03 +2.797698033e+03
9 +2.494293176e+03 +2.494293176e+03 +2.587233176e+03 +2.587233176e+03
25 +2.358728306e+03 +2.358728306e+03 +2.451668306e+03 +2.451668306e+03
26 +2.084273731e+03 +2.084273731e+03 +2.177213731e+03 +2.177213731e+03
28 +2.018983200e+03 +2.018983200e+03 +2.111923200e+03 +2.111923200e+03
88 +1.881781441e+03 +1.881781441e+03 +1.974721441e+03 +1.974721441e+03
128 +1.807574168e+03 +1.807574168e+03 +1.900514168e+03 +1.900514168e+03
199 +1.666761564e+03 +1.666761564e+03 +1.759701564e+03 +1.759701564e+03
570 +1.566605450e+03 +1.566605450e+03 +1.659545450e+03 +1.659545450e+03
658 +1.514342315e+03 +1.514342315e+03 +1.607282315e+03 +1.607282315e+03
822 +1.353383961e+03 +1.353383961e+03 +1.446323961e+03 +1.446323961e+03
1067 +1.181663888e+03 +1.181663888e+03 +1.274603888e+03 +1.274603888e+03
4537 +1.138803926e+03 +1.138803926e+03 +1.231743926e+03 +1.231743926e+03
16837 +1.071627690e+03 +1.071627690e+03 +1.164567690e+03 +1.164567690e+03
24263 +1.031878315e+03 +1.031878315e+03 +1.124818315e+03 +1.124818315e+03
24808 +9.691055423e+02 +9.691055423e+02 +1.062045542e+03 +1.062045542e+03
82110 +9.132490858e+02 +9.132490858e+02 +1.006189086e+03 +1.006189086e+03
224678 +8.122451282e+02 +8.122451282e+02 +9.051851282e+02 +9.051851282e+02
674184 +6.928934676e+02 +6.928934676e+02 +7.858334676e+02 +7.858334676e+02
1097267 +6.839776077e+02 +6.839776077e+02 +7.769176077e+02 +7.769176077e+02
2166203 +6.552094047e+02 +6.552094047e+02 +7.481494047e+02 +7.481494047e+02
