% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.138104059e+02 +3.932904059e+02 +3.932904059e+02
3 0 +2.702513548e+02 +3.497313548e+02 +3.497313548e+02
5 0 +2.320302458e+02 +3.115102458e+02 +3.115102458e+02
8 0 +2.172916687e+02 +2.967716687e+02 +2.967716687e+02
42 0 +2.052171879e+02 +2.846971879e+02 +2.846971879e+02
57 0 +1.986514041e+02 +2.781314041e+02 +2.781314041e+02
61 0 +1.812154623e+02 +2.606954623e+02 +2.606954623e+02
383 0 +1.515000220e+02 +2.309800220e+02 +2.309800220e+02
491 0 +1.498470711e+02 +2.293270711e+02 +2.293270711e+02
1331 0 +1.469426299e+02 +2.264226299e+02 +2.264226299e+02
2384 0 +1.336272799e+02 +2.131072799e+02 +2.131072799e+02
4764 0 +1.128107159e+02 +1.922907159e+02 +1.922907159e+02
90491 0 +1.012405240e+02 +1.807205240e+02 +1.807205240e+02
2463289 0 +9.926424017e+01 +1.787442402e+02 +1.787442402e+02
4442835 0 +9.625589391e+01 +1.757358939e+02 +1.757358939e+02
4981887 0 +9.338277016e+01 +1.728627702e+02 +1.728627702e+02
8144505 0 +8.897981544e+01 +1.684598154e+02 +1.684598154e+02
9107369 0 +8.230211852e+01 +1.617821185e+02 +1.617821185e+02
11375089 0 +7.365912127e+01 +1.531391213e+02 +1.531391213e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.897920704e+02 +7.842720704e+02 +7.842720704e+02
3 0 +3.807515728e+02 +7.752315728e+02 +7.752315728e+02
4 0 +3.604991437e+02 +7.549791437e+02 +7.549791437e+02
8 0 +3.349886823e+02 +7.294686823e+02 +7.294686823e+02
10 0 +2.680139140e+02 +6.624939140e+02 +6.624939140e+02
129 0 +2.414646689e+02 +6.359446689e+02 +6.359446689e+02
217 0 +2.324639667e+02 +6.269439667e+02 +6.269439667e+02
256 0 +2.094422144e+02 +6.039222144e+02 +6.039222144e+02
1030 0 +2.021257969e+02 +5.966057969e+02 +5.966057969e+02
4389 0 +1.978689258e+02 +5.923489258e+02 +5.923489258e+02
34870 0 +1.852999076e+02 +5.797799076e+02 +5.797799076e+02
47808 0 +1.743652502e+02 +5.688452502e+02 +5.688452502e+02
70113 0 +1.686866703e+02 +5.631666703e+02 +5.631666703e+02
440793 0 +1.657004622e+02 +5.601804622e+02 +5.601804622e+02
647611 0 +1.530941482e+02 +5.475741482e+02 +5.475741482e+02
4417683 0 +1.460124312e+02 +5.404924312e+02 +5.404924312e+02
