% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.172580330e+01 +6.172580330e+01 +1.330758033e+02 +1.330758033e+02 -4.6612e+00 -1.5383e+00 -1.8246e+00 +1.6779e+00 -1.6595e+00 -4.0421e+00 -1.6362e-01 +3.6670e+00 +2.6956e+00 -1.6465e+00
4 +5.433206589e+01 +5.433206589e+01 +1.256820659e+02 +1.256820659e+02 -3.5491e+00 -1.2467e+00 -2.9117e+00 +2.6979e+00 -4.3245e+00 +1.3080e+00 -3.8370e+00 -4.5376e+00 -2.1352e+00 +1.4167e+00
6 +5.298848581e+01 +5.298848581e+01 +1.243384858e+02 +1.243384858e+02 +3.4950e+00 +2.1080e+00 +1.8407e+00 -4.7042e+00 +4.0370e+00 -2.7915e+00 +1.3608e+00 +4.2508e+00 -4.9402e+00 -4.0709e+00
19 +5.043218736e+01 +5.043218736e+01 +1.217821874e+02 +1.217821874e+02 +4.4137e+00 -2.3247e+00 +3.0879e+00 -1.2548e+00 -2.9977e+00 +3.8443e+00 +3.9311e+00 -4.8093e+00 -4.6685e+00 +2.2889e+00
25 +4.298791990e+01 +4.298791990e+01 +1.143379199e+02 +1.143379199e+02 -4.6020e+00 +1.8386e+00 -1.8767e+00 -1.1101e+00 -1.0274e+00 -2.7343e+00 +2.8255e-01 -2.0660e+00 +2.8537e-01 -1.1078e+00
49 +3.767832323e+01 +3.767832323e+01 +1.090283232e+02 +1.090283232e+02 -2.6362e+00 -1.3630e+00 +5.3060e-01 -3.1582e+00 -1.2772e+00 -1.2055e+00 +2.2928e+00 +3.3117e+00 -3.9354e+00 -5.6379e-01
54 +2.696118610e+01 +2.696118610e+01 +9.831118610e+01 +9.831118610e+01 -4.4375e+00 -4.5277e+00 -4.9401e+00 +4.6633e+00 -1.9766e+00 -1.7368e+00 +3.3020e+00 -3.4742e-01 +6.0826e-02 -2.3081e+00
99 +2.611051635e+01 +2.611051635e+01 +9.746051635e+01 +9.746051635e+01 -1.8362e+00 -4.4092e+00 +4.0795e+00 +3.1969e+00 +2.2507e+00 -4.8956e+00 -1.5313e+00 -2.5333e+00 +2.7069e+00 +3.9228e+00
195 +2.541378260e+01 +2.541378260e+01 +9.676378260e+01 +9.676378260e+01 -2.5535e+00 -1.5225e+00 -4.1228e+00 +3.9904e+00 -3.1491e+00 -4.8119e+00 -1.9620e+00 +4.4510e+00 -2.2323e+00 +4.4930e-01
408 +2.376121061e+01 +2.376121061e+01 +9.511121061e+01 +9.511121061e+01 +4.7149e+00 +3.7990e+00 +2.1955e+00 +1.4435e+00 -5.6524e-01 +1.1358e+00 +1.4317e+00 +4.6021e-01 +3.8140e+00 +4.7102e+00
417 +1.823968743e+01 +1.823968743e+01 +8.958968743e+01 +8.958968743e+01 +3.2623e+00 +3.7537e+00 -1.5836e+00 -4.6683e+00 +2.5690e+00 -1.6817e-01 +6.3410e-01 -4.9406e-01 -4.1466e+00 -2.7737e+00
683 +1.778145264e+01 +1.778145264e+01 +8.913145264e+01 +8.913145264e+01 +5.5745e-01 -1.0888e+00 -1.0139e-01 +4.5977e+00 +2.3611e+00 -4.7574e+00 -4.6868e+00 +4.8312e-01 -6.2467e-02 -4.1453e+00
1121 +1.565947421e+01 +1.565947421e+01 +8.700947421e+01 +8.700947421e+01 -2.0214e-01 -1.3988e+00 +7.0403e-01 +8.3199e-01 -4.5445e+00 -3.5331e+00 -1.0121e+00 +1.2593e+00 -4.4818e+00 +3.9272e+00
1405 +1.105588415e+01 +1.105588415e+01 +8.240588415e+01 +8.240588415e+01 -5.8353e-01 +9.6868e-01 -2.9559e-01 -4.9549e+00 +1.5230e+00 +1.2739e+00 -8.7137e-01 +1.7032e+00 -2.7521e+00 +2.1336e+00
2132 +1.086519654e+01 +1.086519654e+01 +8.221519654e+01 +8.221519654e+01 +2.8927e+00 -2.5637e+00 -2.5750e+00 +4.2324e+00 -2.8607e+00 -8.3612e-02 -1.9099e+00 +1.4965e+00 +3.2642e+00 +2.6317e+00
3871 +1.050273035e+01 +1.050273035e+01 +8.185273035e+01 +8.185273035e+01 +2.1529e+00 +3.4478e+00 -2.6269e-01 -4.5984e+00 -2.3933e+00 +8.0748e-01 +1.4409e+00 -4.4120e+00 +1.7594e+00 -3.4275e+00
11728 +8.539601634e+00 +8.539601634e+00 +7.988960163e+01 +7.988960163e+01 +3.8273e+00 -1.6780e+00 +2.5668e+00 -4.8498e+00 +4.7333e+00 +4.4270e+00 +2.7539e+00 -3.9748e+00 +4.2342e-01 -9.1938e-01
14359 +8.357684691e+00 +8.357684691e+00 +7.970768469e+01 +7.970768469e+01 -1.6787e+00 +2.5152e+00 -4.2600e+00 -1.4628e+00 +7.0288e-01 -3.1623e+00 +8.3598e-01 -4.5128e+00 +3.2583e+00 +2.6455e+00
123720 +6.907935832e+00 +6.907935832e+00 +7.825793583e+01 +7.825793583e+01 +2.4286e+00 +1.1437e+00 -1.6941e-01 -4.1468e+00 +4.6517e-01 -3.2212e+00 +3.9037e-01 +1.6426e+00 +1.3367e+00 -1.7469e-01
181816 +6.743737246e+00 +6.743737246e+00 +7.809373725e+01 +7.809373725e+01 +2.4145e+00 +7.9089e-01 -3.9052e+00 +6.0364e-01 -4.7721e+00 +1.3316e+00 +4.7437e+00 +1.0739e+00 +4.5977e+00 +1.3827e+00
418772 +6.493505666e+00 +6.493505666e+00 +7.784350567e+01 +7.784350567e+01 +1.6521e+00 +2.0389e+00 +6.0061e-01 +3.6995e+00 +4.8873e+00 +1.9438e+00 +4.6612e+00 +4.3940e-01 -3.9244e+00 -6.6858e-01
591801 +6.233597555e+00 +6.233597555e+00 +7.758359756e+01 +7.758359756e+01 +1.1944e+00 -4.9400e+00 +2.6211e+00 -2.4110e+00 -1.4391e+00 -2.9767e+00 -1.3171e+00 +3.5238e-01 +2.0833e+00 +6.8850e-01
1432632 +5.203191370e+00 +5.203191370e+00 +7.655319137e+01 +7.655319137e+01 +8.9234e-01 -6.8831e-01 -2.2133e+00 +1.5865e+00 +5.4728e-01 +2.7987e+00 -3.5202e+00 +1.6293e-01 +4.1858e+00 +4.7671e+00
3747839 +4.656808652e+00 +4.656808652e+00 +7.600680865e+01 +7.600680865e+01 +3.7971e+00 +1.0948e+00 +3.8688e+00 +1.5859e+00 +1.6979e+00 +4.7635e+00 +2.5389e+00 +3.8025e+00 +1.9652e+00 -9.1012e-01
10056073 +4.288817443e+00 +4.288817443e+00 +7.563881744e+01 +7.563881744e+01 -1.9783e+00 +1.0719e+00 +4.4986e+00 +3.5726e+00 -1.8883e+00 +1.6782e+00 -1.2372e+00 -9.6029e-01 -1.4513e+00 -3.2130e+00
16196359 +4.168818817e+00 +4.168818817e+00 +7.551881882e+01 +7.551881882e+01 -3.6952e+00 +1.4237e+00 +2.1547e+00 +3.8310e+00 -3.8878e+00 -2.9934e+00 -3.0810e-01 -4.4535e+00 +3.8056e+00 -3.6048e+00
18301656 +4.143813349e+00 +4.143813349e+00 +7.549381335e+01 +7.549381335e+01 -2.0378e+00 +3.5721e-01 -9.7538e-01 +1.1979e+00 -2.7303e+00 +1.1817e+00 +1.1165e+00 +2.6694e+00 -6.5452e-01 -4.0855e+00
21922908 +3.773102092e+00 +3.773102092e+00 +7.512310209e+01 +7.512310209e+01 -4.3832e+00 -4.1299e+00 +1.2886e+00 -7.6680e-01 -1.5587e+00 -4.3042e+00 -4.3022e-01 +3.4389e+00 +4.7731e+00 -4.7040e+00
42306595 +3.096628117e+00 +3.096628117e+00 +7.444662812e+01 +7.444662812e+01 -5.8400e-01 -3.5636e+00 +3.9167e+00 -2.1275e-01 -3.5270e+00 +4.7857e+00 -4.7568e-01 +4.0588e+00 -4.0809e+00 +8.7622e-01
86767310 +2.441438978e+00 +2.441438978e+00 +7.379143898e+01 +7.379143898e+01 -4.3267e+00 -4.5005e+00 +1.5058e+00 -3.2345e+00 -4.6154e+00 +1.9169e+00 +3.0286e+00 +4.3397e-01 +1.7021e+00 -1.9733e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.735772955e+01 +6.735772955e+01 -2.878622705e+02 -2.878622705e+02 +3.7366e+00 -1.9003e+00 -2.5755e+00 +1.2051e+00 +2.9927e+00 -1.3916e+00 -2.0473e+00 -4.6265e+00 -4.9419e+00 -2.5331e+00
4 +6.076871814e+01 +6.076871814e+01 -2.944512819e+02 -2.944512819e+02 -3.8029e+00 -6.7860e-01 +1.4809e+00 +1.9205e+00 -9.9186e-01 -1.4131e+00 +3.5781e+00 -2.3784e+00 -3.2843e+00 +4.1184e+00
6 +3.927459638e+01 +3.927459638e+01 -3.159454036e+02 -3.159454036e+02 -3.2606e+00 -5.5313e-01 +4.2295e+00 -2.9436e+00 +2.6818e+00 +3.6825e+00 -3.7696e+00 +1.5039e+00 +4.6586e+00 +7.8905e-01
14 +2.860102823e+01 +2.860102823e+01 -3.266189718e+02 -3.266189718e+02 -8.8659e-01 +8.6996e-01 -4.4226e+00 +1.1897e+00 +7.7924e-01 -2.1455e+00 -4.9090e+00 -3.0260e+00 -2.9372e+00 +2.8475e+00
97 +2.621807843e+01 +2.621807843e+01 -3.290019216e+02 -3.290019216e+02 -3.0449e+00 -3.4895e+00 +3.1079e+00 -4.4372e+00 +5.0396e-01 +2.0200e+00 -3.8679e-01 -2.2067e+00 -1.8424e+00 +3.0689e+00
101 +2.469105974e+01 +2.469105974e+01 -3.305289403e+02 -3.305289403e+02 +4.6227e+00 +4.3172e+00 +3.1386e+00 +1.3491e+00 +4.7306e+00 -4.5300e+00 -1.9259e+00 -2.7103e+00 -3.7329e+00 +3.2539e+00
123 +2.194990821e+01 +2.194990821e+01 -3.332700918e+02 -3.332700918e+02 +3.9605e+00 -4.7655e+00 -6.8597e-01 -1.7524e+00 +4.6829e+00 +3.1839e+00 +4.5069e+00 +3.3196e+00 +4.0457e+00 -3.0746e-02
211 +2.059179401e+01 +2.059179401e+01 -3.346282060e+02 -3.346282060e+02 +3.0920e+00 +1.4080e+00 +1.5927e+00 +1.9304e+00 +4.8758e+00 +2.1593e+00 +1.5439e+00 -6.9944e-01 -1.5092e+00 -2.9224e+00
1799 +1.942130905e+01 +1.942130905e+01 -3.357986910e+02 -3.357986910e+02 +4.6980e+00 +1.6304e+00 -1.5863e+00 -1.0666e+00 -1.7396e-01 +2.5337e+00 -2.0609e+00 -4.2875e-02 -4.7928e+00 -2.6677e+00
2404 +1.898653558e+01 +1.898653558e+01 -3.362334644e+02 -3.362334644e+02 -2.8777e+00 +3.6997e+00 +5.3453e-01 -4.1011e+00 -3.0042e+00 -3.3236e+00 +2.8963e+00 -2.7532e+00 -2.3052e+00 +4.2784e-01
2823 +1.686750599e+01 +1.686750599e+01 -3.383524940e+02 -3.383524940e+02 -2.9293e+00 -2.1957e+00 -4.6864e+00 +2.9498e+00 -3.8260e+00 +1.4795e+00 +4.7571e+00 +2.5190e+00 +4.0256e+00 -2.3803e+00
3068 +9.066342838e+00 +9.066342838e+00 -3.461536572e+02 -3.461536572e+02 -2.2250e+00 +3.3647e+00 +4.9730e+00 -2.2868e+00 +3.6814e+00 -2.3201e+00 +2.8489e+00 +6.2847e-01 +1.0804e+00 +4.9192e+00
163205 +4.688323646e+00 +4.688323646e+00 -3.505316764e+02 -3.505316764e+02 -1.9406e+00 -1.0074e+00 +1.1749e+00 +4.1677e+00 -5.3079e-01 -2.2724e-01 -2.7680e+00 +2.4360e+00 -2.7594e-01 -1.3374e+00
248414 +4.583884537e+00 +4.583884537e+00 -3.506361155e+02 -3.506361155e+02 -3.3373e+00 -3.6454e+00 +4.8965e+00 +4.1057e+00 -1.1158e+00 -3.4451e+00 -1.9100e+00 +4.8239e+00 -4.2529e+00 -2.4183e-01
3289184 +2.227543273e+00 +2.227543273e+00 -3.529924567e+02 -3.529924567e+02 -2.0555e+00 -3.4147e+00 +4.6450e+00 +3.1808e+00 -3.4270e+00 +2.8935e+00 -1.3908e+00 -3.3139e+00 -4.8355e+00 +1.3540e+00
90273937 +2.124657010e+00 +2.124657010e+00 -3.530953430e+02 -3.530953430e+02 -2.6185e+00 +2.5043e+00 +2.8536e+00 +2.5539e-01 -1.6909e+00 -1.2730e+00 +8.5884e-01 +4.8323e+00 +4.6586e+00 -2.5336e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.177880761e+02 +1.177880761e+02 +2.169580761e+02 +2.169580761e+02 +4.8549e+00 +4.1523e-01 +3.4112e+00 -2.7952e+00 -4.1675e+00 -1.9341e+00 +4.5231e+00 +4.1222e-01 -4.8801e+00 +2.4529e+00
2 +8.026338501e+01 +8.026338501e+01 +1.794333850e+02 +1.794333850e+02 -9.1814e-01 +4.8233e+00 +3.5708e+00 +8.5701e-01 +1.2326e+00 +2.7716e+00 -4.1501e+00 +2.1630e-02 -8.1530e-01 +2.9602e+00
3 +4.600568908e+01 +4.600568908e+01 +1.451756891e+02 +1.451756891e+02 -2.0693e+00 +9.1826e-01 -4.9619e+00 +1.2016e+00 -4.2049e+00 -2.7391e+00 -4.1027e+00 -2.0965e+00 -4.7509e-01 -7.6343e-01
25 +4.079304763e+01 +4.079304763e+01 +1.399630476e+02 +1.399630476e+02 -1.5009e+00 -4.2421e+00 -3.7889e+00 -2.1550e+00 +4.0316e+00 -4.3128e+00 +3.4637e+00 +4.4436e+00 +9.2556e-01 -2.5084e-01
26 +3.649419544e+01 +3.649419544e+01 +1.356641954e+02 +1.356641954e+02 +4.1996e+00 +2.5025e+00 -2.1878e+00 +2.6041e+00 -4.6333e+00 +2.7889e+00 +1.0227e+00 +3.7606e+00 -9.1633e-01 +3.1286e+00
76 +3.122166981e+01 +3.122166981e+01 +1.303916698e+02 +1.303916698e+02 +1.4471e+00 +2.6787e+00 +2.4357e-01 -2.0555e+00 -2.4071e+00 +2.2005e+00 -1.1774e-02 -4.4608e+00 +1.4240e+00 -3.5142e+00
219 +2.620262786e+01 +2.620262786e+01 +1.253726279e+02 +1.253726279e+02 +2.3875e+00 -1.9603e+00 +4.2438e+00 -4.1962e+00 +3.6853e-01 -2.9506e+00 +6.2237e-01 -1.3306e+00 -3.0520e+00 +2.0506e+00
393 +2.153139813e+01 +2.153139813e+01 +1.207013981e+02 +1.207013981e+02 -2.5730e-01 -3.3401e+00 +4.5063e+00 -4.4517e+00 +1.7865e+00 -3.1616e+00 -8.3340e-01 -2.3614e+00 -2.4886e+00 -3.7238e+00
475 +1.922519449e+01 +1.922519449e+01 +1.183951945e+02 +1.183951945e+02 +3.5828e+00 +9.5617e-01 -3.9043e+00 +1.8830e+00 +3.0879e+00 -4.0832e-01 +1.8157e+00 -2.8795e+00 -1.2096e+00 +3.8318e+00
831 +1.769479285e+01 +1.769479285e+01 +1.168647928e+02 +1.168647928e+02 +2.9521e+00 -2.3308e+00 -3.1510e+00 -2.5708e+00 -4.7473e+00 +3.2748e+00 +3.0224e+00 +3.7451e+00 +7.9569e-01 +1.3513e+00
849 +1.399101975e+01 +1.399101975e+01 +1.131610198e+02 +1.131610198e+02 +4.0680e-01 +2.1910e+00 +3.3753e+00 +1.5298e+00 -4.4256e+00 -3.5693e-01 +1.3912e-01 -1.8302e+00 -4.2187e+00 +1.2407e-01
