% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.519315277e+05 +1.520077977e+05 +1.520077977e+05 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
3 0 +1.269564533e+04 +1.277191533e+04 +1.277191533e+04 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
33 0 +2.226148874e+02 +2.988848874e+02 +2.988848874e+02 -3.3402e+00 +1.6948e+00 +1.7305e+00 +1.6873e+00 +1.6652e+00 +1.6529e+00 +1.6672e+00 +1.6687e+00 +1.6465e+00 +1.6691e+00 +1.6494e+00 +1.6129e+00 +1.6343e+00 +1.6307e+00 +1.6807e+00 +1.6724e+00 +1.6576e+00 +1.6754e+00 +1.6478e+00 +1.6503e+00
54 0 +1.771185792e+02 +2.533885792e+02 +2.533885792e+02 -3.3282e+00 +1.6706e+00 +1.7158e+00 +1.6879e+00 +1.6499e+00 +1.6320e+00 +1.6598e+00 +1.6685e+00 +1.6330e+00 +1.6752e+00 +1.6484e+00 +1.6000e+00 +1.6199e+00 +1.6429e+00 +1.6565e+00 +1.6602e+00 +1.6561e+00 +1.6490e+00 +1.6409e+00 +1.6357e+00
75 0 +1.720006760e+02 +2.482706760e+02 +2.482706760e+02 -3.3107e+00 +1.6364e+00 +1.6974e+00 +1.6897e+00 +1.6268e+00 +1.6002e+00 +1.6493e+00 +1.6685e+00 +1.6117e+00 +1.6846e+00 +1.6462e+00 +1.5783e+00 +1.5968e+00 +1.6596e+00 +1.6213e+00 +1.6427e+00 +1.6538e+00 +1.6102e+00 +1.6294e+00 +1.6133e+00
117 0 +1.607814868e+02 +2.370514868e+02 +2.370514868e+02 -3.2300e+00 +1.4844e+00 +1.6218e+00 +1.6982e+00 +1.5185e+00 +1.4522e+00 +1.6055e+00 +1.6698e+00 +1.5094e+00 +1.7310e+00 +1.6376e+00 +1.4738e+00 +1.4870e+00 +1.7365e+00 +1.4622e+00 +1.5655e+00 +1.6445e+00 +1.4339e+00 +1.5710e+00 +1.5094e+00
138 0 +1.057834319e+02 +1.820534319e+02 +1.820534319e+02 -2.6715e+00 +4.4091e-01 +1.1005e+00 +1.7483e+00 +7.6704e-01 +4.3250e-01 +1.3112e+00 +1.6811e+00 +8.0192e-01 +2.0578e+00 +1.5851e+00 +7.5612e-01 +7.3216e-01 +2.2760e+00 +3.7052e-01 +1.0385e+00 +1.5869e+00 +2.2093e-01 +1.1629e+00 +7.9357e-01
159 0 +2.605028131e+01 +1.023202813e+02 +1.023202813e+02 -1.5640e+00 -1.6322e+00 +4.9281e-02 +1.8374e+00 -7.2464e-01 -1.5854e+00 +6.9639e-01 +1.6937e+00 -5.9009e-01 +2.6941e+00 +1.4839e+00 -6.7891e-01 -7.7872e-01 +3.3242e+00 -1.7977e+00 -1.7310e-02 +1.4604e+00 -2.1837e+00 +3.7285e-01 -6.2475e-01
180 0 +1.091466674e+01 +8.718466674e+01 +8.718466674e+01 -8.8685e-01 -2.8927e+00 -5.9101e-01 +1.8905e+00 -1.6270e+00 -2.8036e+00 +3.2704e-01 +1.7007e+00 -1.4338e+00 +3.0768e+00 +1.4284e+00 -1.5489e+00 -1.6959e+00 +3.9574e+00 -3.1033e+00 -6.6147e-01 +1.3865e+00 -3.6357e+00 -1.0314e-01 -1.4932e+00
201 0 +1.030028874e+01 +8.657028874e+01 +8.657028874e+01 -8.5414e-01 -2.9607e+00 -6.2942e-01 +1.8825e+00 -1.6764e+00 -2.8636e+00 +2.9945e-01 +1.6987e+00 -1.4750e+00 +3.0933e+00 +1.4307e+00 -1.6005e+00 -1.7520e+00 +3.9875e+00 -3.1634e+00 -7.0269e-01 +1.3833e+00 -3.7099e+00 -1.2467e-01 -1.5412e+00
