% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.411865318e+02 +1.341186532e+03 +1.341186532e+03 +1.6667e+00 +1.6667e+00 +1.6667e+00
3 0 +9.263807279e+01 +1.092638073e+03 +1.092638073e+03 -3.3333e+00 +1.6667e+00 +1.6667e+00
11 0 +5.373287072e+01 +1.053732871e+03 +1.053732871e+03 -3.5427e+00 +1.4975e+00 +2.0318e+00
15 0 +4.690784229e+01 +1.046907842e+03 +1.046907842e+03 -3.6766e+00 +1.6009e+00 +2.3864e+00
22 0 +4.111730740e+01 +1.041117307e+03 +1.041117307e+03 -3.8308e+00 +1.6546e+00 +2.7114e+00
26 0 +2.671938497e+01 +1.026719385e+03 +1.026719385e+03 -3.8219e+00 +1.7889e+00 +2.8057e+00
32 0 +2.302930746e+01 +1.023029307e+03 +1.023029307e+03 -3.7861e+00 +1.8747e+00 +2.8465e+00
38 0 +2.186296871e+01 +1.021862969e+03 +1.021862969e+03 -3.7593e+00 +1.8895e+00 +2.8297e+00
42 0 +1.893233707e+01 +1.018932337e+03 +1.018932337e+03 -3.7163e+00 +1.8487e+00 +2.8470e+00
50 0 +1.025526001e+01 +1.010255260e+03 +1.010255260e+03 -3.6406e+00 +1.7987e+00 +2.9307e+00
63 0 +9.487990490e+00 +1.009487990e+03 +1.009487990e+03 -3.6158e+00 +1.7972e+00 +2.9202e+00
69 0 +9.279943673e+00 +1.009279944e+03 +1.009279944e+03 -3.6031e+00 +1.7809e+00 +2.9376e+00
73 0 +8.961868640e+00 +1.008961869e+03 +1.008961869e+03 -3.5987e+00 +1.7959e+00 +2.9494e+00
398 0 +5.136753534e+00 +1.005136754e+03 +1.005136754e+03 -3.6979e+00 +3.3333e+00 +3.3333e+00
456 0 +4.470737618e+00 +1.004470738e+03 +1.004470738e+03 -3.6979e+00 +3.4115e+00 +3.3333e+00
467 0 +2.763242860e+00 +1.002763243e+03 +1.002763243e+03 -3.7240e+00 +3.3854e+00 +3.3073e+00
502 0 +2.502341083e+00 +1.002502341e+03 +1.002502341e+03 -3.7370e+00 +3.3724e+00 +3.2943e+00
532 0 +2.151978041e+00 +1.002151978e+03 +1.002151978e+03 -3.7370e+00 +3.3919e+00 +3.2943e+00
549 0 +1.970299313e+00 +1.001970299e+03 +1.001970299e+03 -3.7435e+00 +3.3854e+00 +3.2878e+00
577 0 +1.883061725e+00 +1.001883062e+03 +1.001883062e+03 -3.7435e+00 +3.3952e+00 +3.2878e+00
590 0 +1.779392101e+00 +1.001779392e+03 +1.001779392e+03 -3.7467e+00 +3.3919e+00 +3.2845e+00
622 0 +1.759535731e+00 +1.001759536e+03 +1.001759536e+03 -3.7467e+00 +3.3968e+00 +3.2845e+00
727 0 +1.704694181e+00 +1.001704694e+03 +1.001704694e+03 -3.7484e+00 +3.3952e+00 +3.2829e+00
2778 0 +6.368165519e-01 +1.000636817e+03 +1.000636817e+03 -3.0729e+00 +3.0208e+00 +3.6458e+00
3041 0 +4.652344821e-01 +1.000465234e+03 +1.000465234e+03 -3.0599e+00 +2.9948e+00 +3.6198e+00
3197 0 +2.991054215e-01 +1.000299105e+03 +1.000299105e+03 -3.0794e+00 +2.9948e+00 +3.6198e+00
3314 0 +8.992632563e-02 +1.000089926e+03 +1.000089926e+03 -3.0729e+00 +3.0013e+00 +3.6263e+00
3501 0 +5.082574543e-02 +1.000050826e+03 +1.000050826e+03 -3.0697e+00 +3.0046e+00 +3.6296e+00
3560 0 +3.149647955e-02 +1.000031496e+03 +1.000031496e+03 -3.0534e+00 +3.0013e+00 +3.6458e+00
3809 0 +1.432718899e-02 +1.000014327e+03 +1.000014327e+03 -3.0599e+00 +3.0046e+00 +3.6393e+00
3870 0 +1.368449449e-02 +1.000013684e+03 +1.000013684e+03 -3.0632e+00 +3.0013e+00 +3.6361e+00
4148 0 +6.579382101e-03 +1.000006579e+03 +1.000006579e+03 -3.0583e+00 +3.0013e+00 +3.6361e+00
5121 0 +5.863833013e-03 +1.000005864e+03 +1.000005864e+03 -3.0550e+00 +3.0046e+00 +3.6393e+00
5199 0 +4.707476936e-03 +1.000004707e+03 +1.000004707e+03 -3.0550e+00 +2.9997e+00 +3.6393e+00
5278 0 +4.523710688e-03 +1.000004524e+03 +1.000004524e+03 -3.0534e+00 +3.0013e+00 +3.6410e+00
8370 0 +1.712407982e-03 +1.000001712e+03 +1.000001712e+03 -3.0558e+00 +3.0013e+00 +3.6410e+00
9735 0 +7.506489908e-04 +1.000000751e+03 +1.000000751e+03 -3.0575e+00 +3.0021e+00 +3.6393e+00
27610 0 +5.868996689e-04 +1.000000587e+03 +1.000000587e+03 -3.0570e+00 +3.0013e+00 +3.6385e+00
29261 0 +3.522755387e-04 +1.000000352e+03 +1.000000352e+03 -3.0562e+00 +3.0021e+00 +3.6393e+00
61324 0 +3.173826926e-04 +1.000000317e+03 +1.000000317e+03 -3.0558e+00 +3.0013e+00 +3.6397e+00
138154 0 +1.513402660e-04 +1.000000151e+03 +1.000000151e+03 -3.0564e+00 +3.0013e+00 +3.6397e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.003000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.288602001e+02 +3.988902001e+02 +3.988902001e+02 +1.6667e+00 +1.6667e+00 +1.6667e+00
2 0 +1.009482078e+02 +1.709782078e+02 +1.709782078e+02 -1.6667e+00 -1.6667e+00 -1.6667e+00
9 0 +8.236817049e+01 +1.523981705e+02 +1.523981705e+02 -3.3333e+00 -3.3333e+00 -3.3333e+00
11 0 +6.382527991e+01 +1.338552799e+02 +1.338552799e+02 +1.6667e+00 +1.6667e+00 -3.3333e+00
13 0 +2.861503579e+01 +9.864503579e+01 +9.864503579e+01 -8.3333e-01 -3.3333e+00 -3.3333e+00
23 0 +2.244951685e+01 +9.247951685e+01 +9.247951685e+01 -7.7513e-01 -3.3719e+00 -3.0270e+00
29 0 +1.646116961e+01 +8.649116961e+01 +8.649116961e+01 -8.3571e-01 -3.3521e+00 -2.9883e+00
34 0 +1.478497393e+01 +8.481497393e+01 +8.481497393e+01 -8.6591e-01 -3.3067e+00 -3.1228e+00
38 0 +8.931585704e+00 +7.896158570e+01 +7.896158570e+01 -9.0301e-01 -3.4772e+00 -3.2446e+00
