% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.712681200e+07 +1.712619089e+07 +1.712619089e+07 -2.4345e+00 +3.3694e-01 -7.1629e-01
4 0 +6.508854124e+06 +6.508233014e+06 +6.508233014e+06 +2.4452e+00 +1.1528e+00 +1.7067e+00
10 0 +1.296522288e+06 +1.295901178e+06 +1.295901178e+06 -6.0688e-01 +2.5006e+00 -6.1992e-01
13 0 +7.281663352e+05 +7.275452252e+05 +7.275452252e+05 +2.9948e+00 +1.3982e+00 -1.9990e-01
15 0 +2.085197943e+05 +2.078986843e+05 +2.078986843e+05 +4.7545e-01 +2.6890e+00 +1.0125e-01
121 0 +6.655768531e+03 +6.034658531e+03 +6.034658531e+03 +1.8239e+00 +1.7302e+00 -5.6519e-01
1207 0 +7.989569199e+02 +1.778469199e+02 +1.778469199e+02 +6.8443e-01 +2.7313e+00 -3.7026e-01
35072 0 +4.421901346e+02 -1.789198654e+02 -1.789198654e+02 +9.4671e-01 +2.5225e+00 -4.1238e-01
142433 0 +1.214017293e+02 -4.997082707e+02 -4.997082707e+02 +9.9106e-01 +2.4526e+00 -4.3339e-01
872973 0 +9.911116562e+01 -5.219988344e+02 -5.219988344e+02 +1.3232e+00 +2.1967e+00 -4.9642e-01
1484358 0 +2.398511554e+01 -5.971248845e+02 -5.971248845e+02 +1.8270e+00 +1.8282e+00 -5.7875e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.548200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.385777445e+07 +6.385751963e+07 +6.385751963e+07 +2.5376e+00 -1.7280e+00 +1.6520e+00
4 0 +7.060186990e+06 +7.059932170e+06 +7.059932170e+06 -2.0461e-01 -6.6818e-02 -1.8594e+00
7 0 +9.610773589e+05 +9.608225389e+05 +9.608225389e+05 +2.1087e+00 +8.9166e-01 -1.7467e+00
10 0 +7.745226959e+04 +7.719744959e+04 +7.719744959e+04 +1.4901e+00 -2.1840e+00 -1.9706e+00
217 0 +1.939868906e+04 +1.914386906e+04 +1.914386906e+04 +2.2134e+00 +2.4914e-01 -1.0130e+00
1598 0 +1.420600262e+03 +1.165780262e+03 +1.165780262e+03 +2.2150e+00 -6.5227e-02 -1.1072e+00
