% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.502704189e+05 +3.502704189e+05 +3.504195689e+05 +3.504195689e+05 -3.2019e-01 +2.4751e+00 -1.8225e-01 -7.2099e-01 +2.8196e+00 +8.2411e-01 +4.5778e+00 +5.7628e-01 -4.7835e+00 +4.7729e+00
2 +1.897947862e+05 +1.897947862e+05 +1.899439362e+05 +1.899439362e+05 -3.3876e-01 -1.8841e+00 +3.9443e-01 +4.6816e+00 -3.2685e+00 -6.4529e-01 +4.3511e+00 +2.8931e+00 -1.8251e-01 -3.5912e+00
3 +6.525601019e+04 +6.525601019e+04 +6.540516019e+04 +6.540516019e+04 -2.0952e+00 -1.2718e+00 -4.1165e+00 +4.8933e+00 +6.7860e-01 -3.1497e+00 +3.9354e-01 -1.7655e+00 -9.7387e-01 +4.4918e+00
20 +2.334976825e+04 +2.334976825e+04 +2.349891825e+04 +2.349891825e+04 -2.4830e+00 -2.3710e+00 +3.8170e-02 +2.7365e-01 -4.5253e+00 -4.1788e+00 -2.0774e+00 -2.9628e+00 -4.7800e+00 +1.3767e+00
554 +1.793885709e+04 +1.793885709e+04 +1.808800709e+04 +1.808800709e+04 +1.8605e+00 +3.6289e-03 +1.1514e+00 +1.0901e+00 -3.1583e+00 -3.6869e+00 +1.0544e+00 -1.4537e+00 +1.3565e+00 -2.0524e+00
1143 +1.768300567e+04 +1.768300567e+04 +1.783215567e+04 +1.783215567e+04 +6.5433e-01 -3.7007e+00 -1.2679e+00 +1.4719e+00 -1.0773e+00 -3.1934e+00 -3.1359e+00 -9.6962e-01 -2.8673e+00 -2.0901e+00
1146 +1.217242305e+04 +1.217242305e+04 +1.232157305e+04 +1.232157305e+04 +1.4530e+00 +1.1121e-01 +3.9551e-01 +2.5529e+00 -2.7918e+00 -3.7202e+00 -2.4623e+00 -3.7588e+00 +2.7086e+00 +3.9934e+00
1342 +9.521855393e+03 +9.521855393e+03 +9.671005393e+03 +9.671005393e+03 +1.2770e+00 -5.4314e-03 +4.9146e-01 +1.1418e-01 -3.4648e+00 -2.3766e+00 -4.6712e+00 -1.4493e+00 +1.1792e+00 +2.8172e+00
1873 +7.934298969e+03 +7.934298969e+03 +8.083448969e+03 +8.083448969e+03 -2.7100e+00 -3.3399e+00 -1.2641e+00 -9.2547e-01 -4.5995e+00 -3.5616e+00 -1.2583e+00 -1.8443e+00 -1.7273e+00 +3.7679e+00
2520 +4.333120283e+03 +4.333120283e+03 +4.482270283e+03 +4.482270283e+03 -1.4206e+00 -1.8184e-01 +1.6517e+00 +2.7879e+00 -2.6841e+00 -3.2307e+00 -9.0995e-01 -3.0289e+00 +6.8525e-01 +2.4133e+00
7179 +4.034383430e+03 +4.034383430e+03 +4.183533430e+03 +4.183533430e+03 -1.4823e+00 -7.0884e-01 -8.8697e-01 +6.0244e-01 -1.4073e+00 -1.9233e+00 -2.4526e-01 -6.9006e-01 -1.0556e+00 +2.3790e-01
31354 +2.982064805e+03 +2.982064805e+03 +3.131214805e+03 +3.131214805e+03 -6.6157e-01 -3.1548e+00 -1.7382e-01 +2.1630e+00 -4.4527e+00 -3.4405e+00 -8.9702e-01 -7.6795e-01 -2.3337e+00 +1.0253e+00
37211 +2.909055181e+03 +2.909055181e+03 +3.058205181e+03 +3.058205181e+03 +1.3364e-01 -8.1159e-01 -8.1162e-01 +4.4732e-01 -2.8218e+00 +1.0361e-01 -8.2082e-01 -1.0243e+00 -1.8727e+00 +2.1700e+00
42089 +2.679103416e+03 +2.679103416e+03 +2.828253416e+03 +2.828253416e+03 -2.3445e+00 -2.0695e+00 +2.7392e-01 -2.8904e-02 -4.0189e+00 -2.7732e+00 -1.6228e+00 -1.6359e+00 -5.3106e-01 +3.2101e+00
44352 +2.285296874e+03 +2.285296874e+03 +2.434446874e+03 +2.434446874e+03 -1.5600e+00 -1.5284e+00 -1.7106e+00 +1.8877e+00 -1.6756e+00 -9.2525e-01 +2.7755e-01 -1.1283e+00 -1.7427e-02 +1.9853e-01
72349 +1.795184724e+03 +1.795184724e+03 +1.944334724e+03 +1.944334724e+03 -4.8680e-01 -2.8496e+00 -7.2269e-01 +9.3832e-01 -3.0287e+00 -2.0264e+00 -3.2623e+00 -1.4167e+00 +6.4781e-01 -2.2682e-01
153853 +1.393995744e+03 +1.393995744e+03 +1.543145744e+03 +1.543145744e+03 -1.1075e+00 -8.9474e-01 -1.7917e+00 +1.5988e+00 -3.0178e+00 -3.2430e-01 -7.7153e-01 -2.5154e+00 +8.1151e-01 +2.8635e+00
155658 +7.352190407e+02 +7.352190407e+02 +8.843690407e+02 +8.843690407e+02 -9.6047e-02 -1.6963e+00 -1.1029e+00 +2.0401e+00 -2.5358e+00 -8.3209e-01 -9.7998e-02 -1.7006e-01 +1.1069e+00 +2.7752e+00
778330 +7.232805809e+02 +7.232805809e+02 +8.724305809e+02 +8.724305809e+02 -1.0397e+00 -1.0148e+00 +2.1141e-01 +1.9405e+00 -3.2475e+00 -2.3720e+00 -1.8186e+00 -3.3757e+00 -8.7329e-01 +2.8839e-01
1066949 +6.923326658e+02 +6.923326658e+02 +8.414826658e+02 +8.414826658e+02 -7.9361e-01 +1.1187e-01 +3.7049e-01 +1.6102e+00 -2.6505e+00 -2.1417e+00 -1.8630e+00 -1.1524e+00 -5.5140e-01 -1.0065e+00
2404444 +6.710261509e+02 +6.710261509e+02 +8.201761509e+02 +8.201761509e+02 -9.8187e-01 -1.8728e+00 -1.1520e+00 -2.8813e-01 -3.4303e+00 -1.3099e+00 -1.8301e+00 -1.1396e+00 +6.4419e-01 +8.0321e-01
3528440 +5.936536927e+02 +5.936536927e+02 +7.428036927e+02 +7.428036927e+02 -1.1648e+00 -2.3918e+00 -2.0728e-01 +1.5512e+00 -3.4185e+00 -7.9686e-01 -1.2507e+00 -2.4816e+00 -3.7739e-01 -8.8996e-01
