% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.430368695e+05 +8.430368695e+05 +8.431860195e+05 +8.431860195e+05
15 +4.767283068e+05 +4.767283068e+05 +4.768774568e+05 +4.768774568e+05
1173 +3.640891155e+05 +3.640891155e+05 +3.642382655e+05 +3.642382655e+05
2954 +3.537074115e+05 +3.537074115e+05 +3.538565615e+05 +3.538565615e+05
3418 +3.330267318e+05 +3.330267318e+05 +3.331758818e+05 +3.331758818e+05
10642 +3.214203865e+05 +3.214203865e+05 +3.215695365e+05 +3.215695365e+05
16395 +2.474314114e+05 +2.474314114e+05 +2.475805614e+05 +2.475805614e+05
105874 +1.809243782e+05 +1.809243782e+05 +1.810735282e+05 +1.810735282e+05
308066 +1.755013100e+05 +1.755013100e+05 +1.756504600e+05 +1.756504600e+05
482197 +1.672341648e+05 +1.672341648e+05 +1.673833148e+05 +1.673833148e+05
544760 +1.475345139e+05 +1.475345139e+05 +1.476836639e+05 +1.476836639e+05
579796 +1.366144100e+05 +1.366144100e+05 +1.367635600e+05 +1.367635600e+05
4181894 +1.263528199e+05 +1.263528199e+05 +1.265019699e+05 +1.265019699e+05
6753575 +1.001785761e+05 +1.001785761e+05 +1.003277261e+05 +1.003277261e+05
115469512 +9.931379447e+04 +9.931379447e+04 +9.946294447e+04 +9.946294447e+04
117044304 +9.549926169e+04 +9.549926169e+04 +9.564841169e+04 +9.564841169e+04
121481977 +8.831999933e+04 +8.831999933e+04 +8.846914933e+04 +8.846914933e+04
130937238 +8.415877188e+04 +8.415877188e+04 +8.430792188e+04 +8.430792188e+04
195222948 +6.233891335e+04 +6.233891335e+04 +6.248806335e+04 +6.248806335e+04
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.696263692e+06 +1.696263692e+06 +1.695263692e+06 +1.695263692e+06
2 +1.503401584e+06 +1.503401584e+06 +1.502401584e+06 +1.502401584e+06
3 +1.056177880e+06 +1.056177880e+06 +1.055177880e+06 +1.055177880e+06
12 +1.038288577e+06 +1.038288577e+06 +1.037288577e+06 +1.037288577e+06
15 +7.874313850e+05 +7.874313850e+05 +7.864313850e+05 +7.864313850e+05
64 +7.690357382e+05 +7.690357382e+05 +7.680357382e+05 +7.680357382e+05
80 +6.665620438e+05 +6.665620438e+05 +6.655620438e+05 +6.655620438e+05
101 +5.314894491e+05 +5.314894491e+05 +5.304894491e+05 +5.304894491e+05
140 +3.734005640e+05 +3.734005640e+05 +3.724005640e+05 +3.724005640e+05
360 +3.417507764e+05 +3.417507764e+05 +3.407507764e+05 +3.407507764e+05
3561 +3.132867650e+05 +3.132867650e+05 +3.122867650e+05 +3.122867650e+05
4472 +3.053730768e+05 +3.053730768e+05 +3.043730768e+05 +3.043730768e+05
13918 +2.001116544e+05 +2.001116544e+05 +1.991116544e+05 +1.991116544e+05
226283 +1.502470490e+05 +1.502470490e+05 +1.492470490e+05 +1.492470490e+05
931122 +1.283319209e+05 +1.283319209e+05 +1.273319209e+05 +1.273319209e+05
5612379 +1.038112505e+05 +1.038112505e+05 +1.028112505e+05 +1.028112505e+05
40693120 +1.000099482e+05 +1.000099482e+05 +9.900994822e+04 +9.900994822e+04
79453911 +6.513538627e+04 +6.513538627e+04 +6.413538627e+04 +6.413538627e+04
298245346 +6.181793227e+04 +6.181793227e+04 +6.081793227e+04 +6.081793227e+04
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.379107278e+06 +1.379107278e+06 +1.379205898e+06 +1.379205898e+06
4 +9.719479893e+05 +9.719479893e+05 +9.720466093e+05 +9.720466093e+05
22 +9.221583215e+05 +9.221583215e+05 +9.222569415e+05 +9.222569415e+05
32 +8.635451265e+05 +8.635451265e+05 +8.636437465e+05 +8.636437465e+05
33 +7.597516195e+05 +7.597516195e+05 +7.598502395e+05 +7.598502395e+05
39 +5.960766965e+05 +5.960766965e+05 +5.961753165e+05 +5.961753165e+05
76 +5.618954493e+05 +5.618954493e+05 +5.619940693e+05 +5.619940693e+05
339 +5.294455103e+05 +5.294455103e+05 +5.295441303e+05 +5.295441303e+05
403 +3.931564283e+05 +3.931564283e+05 +3.932550483e+05 +3.932550483e+05
1273 +3.552949259e+05 +3.552949259e+05 +3.553935459e+05 +3.553935459e+05
2548 +3.151056369e+05 +3.151056369e+05 +3.152042569e+05 +3.152042569e+05
7359 +2.892455358e+05 +2.892455358e+05 +2.893441558e+05 +2.893441558e+05
30787 +2.681764489e+05 +2.681764489e+05 +2.682750689e+05 +2.682750689e+05
32000 +2.515052050e+05 +2.515052050e+05 +2.516038250e+05 +2.516038250e+05
40807 +2.225831079e+05 +2.225831079e+05 +2.226817279e+05 +2.226817279e+05
131271 +2.127190018e+05 +2.127190018e+05 +2.128176218e+05 +2.128176218e+05
180222 +2.052962914e+05 +2.052962914e+05 +2.053949114e+05 +2.053949114e+05
228498 +1.995404155e+05 +1.995404155e+05 +1.996390355e+05 +1.996390355e+05
323520 +1.665797633e+05 +1.665797633e+05 +1.666783833e+05 +1.666783833e+05
1341927 +1.578969211e+05 +1.578969211e+05 +1.579955411e+05 +1.579955411e+05
2103362 +1.538547922e+05 +1.538547922e+05 +1.539534122e+05 +1.539534122e+05
4722821 +1.297417838e+05 +1.297417838e+05 +1.298404038e+05 +1.298404038e+05
10962057 +1.228013887e+05 +1.228013887e+05 +1.229000087e+05 +1.229000087e+05
18868617 +1.164711444e+05 +1.164711444e+05 +1.165697644e+05 +1.165697644e+05
70025963 +9.153076038e+04 +9.153076038e+04 +9.162938038e+04 +9.162938038e+04
