% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.321754719e+02 +7.982547191e+01 +7.982547191e+01
2 0 +1.284155188e+02 +7.606551880e+01 +7.606551880e+01
3 0 +8.845703153e+01 +3.610703153e+01 +3.610703153e+01
33 0 +8.381986951e+01 +3.146986951e+01 +3.146986951e+01
51 0 +8.265098689e+01 +3.030098689e+01 +3.030098689e+01
56 0 +7.418436235e+01 +2.183436235e+01 +2.183436235e+01
87 0 +7.264973528e+01 +2.029973528e+01 +2.029973528e+01
124 0 +6.652103919e+01 +1.417103919e+01 +1.417103919e+01
126 0 +6.429572705e+01 +1.194572705e+01 +1.194572705e+01
1027 0 +6.038462483e+01 +8.034624829e+00 +8.034624829e+00
1060 0 +5.552794303e+01 +3.177943026e+00 +3.177943026e+00
1129 0 +5.150345832e+01 -8.465416821e-01 -8.465416821e-01
1380 0 +4.749446299e+01 -4.855537006e+00 -4.855537006e+00
3157 0 +4.298874907e+01 -9.361250933e+00 -9.361250933e+00
5143 0 +3.468569388e+01 -1.766430612e+01 -1.766430612e+01
115551 0 +3.064291063e+01 -2.170708937e+01 -2.170708937e+01
263050 0 +2.961401956e+01 -2.273598044e+01 -2.273598044e+01
616582 0 +2.338758055e+01 -2.896241945e+01 -2.896241945e+01
36766693 0 +1.948271580e+01 -3.286728420e+01 -3.286728420e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.795400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.489799235e+02 -3.056007646e+01 -3.056007646e+01
2 0 +9.157591301e+01 -8.796408699e+01 -8.796408699e+01
5 0 +5.715374326e+01 -1.223862567e+02 -1.223862567e+02
14 0 +5.344781054e+01 -1.260921895e+02 -1.260921895e+02
68 0 +4.460452611e+01 -1.349354739e+02 -1.349354739e+02
454 0 +4.211134616e+01 -1.374286538e+02 -1.374286538e+02
978 0 +3.497508147e+01 -1.445649185e+02 -1.445649185e+02
5050 0 +3.409383594e+01 -1.454461641e+02 -1.454461641e+02
16913 0 +3.134489316e+01 -1.481951068e+02 -1.481951068e+02
26783 0 +2.441844430e+01 -1.551215557e+02 -1.551215557e+02
96533 0 +2.036365026e+01 -1.591763497e+02 -1.591763497e+02
876219 0 +1.876172716e+01 -1.607782728e+02 -1.607782728e+02
20423835 0 +1.790228923e+01 -1.616377108e+02 -1.616377108e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.731000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.282809692e+01 +1.601380969e+02 +1.601380969e+02
5 0 +5.569481579e+01 +1.330048158e+02 +1.330048158e+02
106 0 +5.194787719e+01 +1.292578772e+02 +1.292578772e+02
171 0 +5.127021122e+01 +1.285802112e+02 +1.285802112e+02
174 0 +4.714267293e+01 +1.244526729e+02 +1.244526729e+02
256 0 +4.472975952e+01 +1.220397595e+02 +1.220397595e+02
327 0 +2.808286978e+01 +1.053928698e+02 +1.053928698e+02
41546 0 +2.585016532e+01 +1.031601653e+02 +1.031601653e+02
70173 0 +2.455541574e+01 +1.018654157e+02 +1.018654157e+02
779176 0 +2.400810623e+01 +1.013181062e+02 +1.013181062e+02
1174941 0 +2.386911491e+01 +1.011791149e+02 +1.011791149e+02
1494970 0 +1.870950376e+01 +9.601950376e+01 +9.601950376e+01
2734470 0 +1.810516866e+01 +9.541516866e+01 +9.541516866e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.992000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.365729800e+02 +1.764929800e+02 +1.764929800e+02
2 0 +8.519845433e+01 +1.251184543e+02 +1.251184543e+02
25 0 +4.858615343e+01 +8.850615343e+01 +8.850615343e+01
108 0 +4.266239278e+01 +8.258239278e+01 +8.258239278e+01
213 0 +3.673205015e+01 +7.665205015e+01 +7.665205015e+01
4103 0 +3.544542690e+01 +7.536542690e+01 +7.536542690e+01
12395 0 +3.273371927e+01 +7.265371927e+01 +7.265371927e+01
12731 0 +3.120616319e+01 +7.112616319e+01 +7.112616319e+01
13268 0 +2.704206200e+01 +6.696206200e+01 +6.696206200e+01
154494 0 +2.601395697e+01 +6.593395697e+01 +6.593395697e+01
187537 0 +2.401783237e+01 +6.393783237e+01 +6.393783237e+01
571554 0 +2.003907568e+01 +5.995907568e+01 +5.995907568e+01
5626391 0 +1.758580019e+01 +5.750580019e+01 +5.750580019e+01
38588624 0 +1.585485603e+01 +5.577485603e+01 +5.577485603e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.661000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.851216939e+02 +1.285116939e+02 +1.285116939e+02
2 0 +1.486265503e+02 +9.201655030e+01 +9.201655030e+01
3 0 +9.230669923e+01 +3.569669923e+01 +3.569669923e+01
8 0 +7.139636503e+01 +1.478636503e+01 +1.478636503e+01
61 0 +7.030889094e+01 +1.369889094e+01 +1.369889094e+01
69 0 +6.388423640e+01 +7.274236401e+00 +7.274236401e+00
358 0 +5.321580596e+01 -3.394194043e+00 -3.394194043e+00
817 0 +5.232851429e+01 -4.281485710e+00 -4.281485710e+00
1041 0 +4.751527492e+01 -9.094725078e+00 -9.094725078e+00
2258 0 +4.612709869e+01 -1.048290131e+01 -1.048290131e+01
5452 0 +4.209398624e+01 -1.451601376e+01 -1.451601376e+01
5864 0 +3.961223684e+01 -1.699776316e+01 -1.699776316e+01
6282 0 +3.786306464e+01 -1.874693536e+01 -1.874693536e+01
47019 0 +3.645480201e+01 -2.015519799e+01 -2.015519799e+01
71367 0 +3.608559208e+01 -2.052440792e+01 -2.052440792e+01
127068 0 +3.516254854e+01 -2.144745146e+01 -2.144745146e+01
147684 0 +3.106946241e+01 -2.554053759e+01 -2.554053759e+01
160726 0 +2.820654529e+01 -2.840345471e+01 -2.840345471e+01
646616 0 +2.777148899e+01 -2.883851101e+01 -2.883851101e+01
848822 0 +2.531710666e+01 -3.129289334e+01 -3.129289334e+01
3546138 0 +2.219679584e+01 -3.441320416e+01 -3.441320416e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.270000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.795935162e+02 +2.122935162e+02 +2.122935162e+02
2 0 +1.634374639e+02 +1.961374639e+02 +1.961374639e+02
5 0 +1.516717357e+02 +1.843717357e+02 +1.843717357e+02
7 0 +1.388997251e+02 +1.715997251e+02 +1.715997251e+02
21 0 +1.302257571e+02 +1.629257571e+02 +1.629257571e+02
27 0 +9.250315091e+01 +1.252031509e+02 +1.252031509e+02
30 0 +9.078505994e+01 +1.234850599e+02 +1.234850599e+02
49 0 +8.663000492e+01 +1.193300049e+02 +1.193300049e+02
53 0 +6.139181023e+01 +9.409181023e+01 +9.409181023e+01
59 0 +5.279533411e+01 +8.549533411e+01 +8.549533411e+01
1404 0 +4.279914456e+01 +7.549914456e+01 +7.549914456e+01
8665 0 +4.063643025e+01 +7.333643025e+01 +7.333643025e+01
12713 0 +3.930198758e+01 +7.200198758e+01 +7.200198758e+01
26298 0 +3.591767766e+01 +6.861767766e+01 +6.861767766e+01
92864 0 +3.160081746e+01 +6.430081746e+01 +6.430081746e+01
559245 0 +2.748078651e+01 +6.018078651e+01 +6.018078651e+01
2092497 0 +2.566886934e+01 +5.836886934e+01 +5.836886934e+01
13285873 0 +2.196513641e+01 +5.466513641e+01 +5.466513641e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.943000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.229141910e+02 +8.348419103e+01 +8.348419103e+01
6 0 +5.825545869e+01 +1.882545869e+01 +1.882545869e+01
41 0 +5.075746801e+01 +1.132746801e+01 +1.132746801e+01
3565 0 +4.768954630e+01 +8.259546304e+00 +8.259546304e+00
6061 0 +3.795916573e+01 -1.470834266e+00 -1.470834266e+00
137610 0 +2.980055223e+01 -9.629447774e+00 -9.629447774e+00
4957421 0 +2.792470093e+01 -1.150529907e+01 -1.150529907e+01
23344474 0 +2.711297977e+01 -1.231702023e+01 -1.231702023e+01
29923167 0 +2.433468384e+01 -1.509531616e+01 -1.509531616e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.197200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.749415477e+01 +4.872141548e+02 +4.872141548e+02
2 0 +6.664072369e+01 +4.863607237e+02 +4.863607237e+02
6 0 +6.215292747e+01 +4.818729275e+02 +4.818729275e+02
8 0 +6.032036686e+01 +4.800403669e+02 +4.800403669e+02
18 0 +5.950294290e+01 +4.792229429e+02 +4.792229429e+02
59 0 +5.501097411e+01 +4.747309741e+02 +4.747309741e+02
76 0 +5.218624550e+01 +4.719062455e+02 +4.719062455e+02
87 0 +4.247576339e+01 +4.621957634e+02 +4.621957634e+02
185 0 +3.741483267e+01 +4.571348327e+02 +4.571348327e+02
4022 0 +3.438979407e+01 +4.541097941e+02 +4.541097941e+02
12915 0 +3.343499521e+01 +4.531549952e+02 +4.531549952e+02
16329 0 +3.262547236e+01 +4.523454724e+02 +4.523454724e+02
29122 0 +2.077639245e+01 +4.404963924e+02 +4.404963924e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.640000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.353281035e+02 +1.429681035e+02 +1.429681035e+02
3 0 +8.935409857e+01 +9.699409857e+01 +9.699409857e+01
