% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.390569543e+02 +8.390569543e+02 +8.690269543e+02 +8.690269543e+02 +3.4279e+00 +3.3295e+00 -4.0348e+00
7 +3.130011570e+02 +3.130011570e+02 +3.429711570e+02 +3.429711570e+02 +5.6945e-01 -3.2617e+00 -4.8378e+00
19 +2.483642798e+02 +2.483642798e+02 +2.783342798e+02 +2.783342798e+02 +4.2141e-01 -3.7150e+00 -2.8955e+00
49 +1.299420669e+02 +1.299420669e+02 +1.599120669e+02 +1.599120669e+02 +2.8320e+00 -3.9402e+00 -1.4475e+00
407 +7.450613347e+01 +7.450613347e+01 +1.044761335e+02 +1.044761335e+02 +2.1160e+00 -3.8789e+00 -1.7487e+00
1009 +4.865837247e+01 +4.865837247e+01 +7.862837247e+01 +7.862837247e+01 +1.2447e+00 -1.7903e+00 -3.2724e+00
1164 +1.673951494e+01 +1.673951494e+01 +4.670951494e+01 +4.670951494e+01 +1.2236e+00 -2.2045e+00 -3.3238e+00
18186 +1.382673064e+01 +1.382673064e+01 +4.379673064e+01 +4.379673064e+01 +1.1470e+00 -2.1127e+00 -3.2126e+00
42672 +8.583833659e+00 +8.583833659e+00 +3.855383366e+01 +3.855383366e+01 +5.2947e-01 -1.1346e+00 -4.1580e+00
95350 +3.169482676e+00 +3.169482676e+00 +3.313948268e+01 +3.313948268e+01 +7.1709e-01 -1.4428e+00 -3.8789e+00
247765 +2.785507231e+00 +2.785507231e+00 +3.275550723e+01 +3.275550723e+01 +1.0009e+00 -1.9131e+00 -3.4741e+00
622743 +2.144724839e+00 +2.144724839e+00 +3.211472484e+01 +3.211472484e+01 +7.6211e-01 -1.5297e+00 -3.7988e+00
2205212 +1.292978661e+00 +1.292978661e+00 +3.126297866e+01 +3.126297866e+01 +6.5868e-01 -1.3813e+00 -3.9442e+00
12568573 +3.542552154e-01 +3.542552154e-01 +3.032425522e+01 +3.032425522e+01 +7.7080e-01 -1.5516e+00 -3.7956e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.461181630e+02 +4.461181630e+02 +3.944081630e+02 +3.944081630e+02 +1.2763e-01 +3.0325e+00 -4.5899e+00
2 +4.176641170e+02 +4.176641170e+02 +3.659541170e+02 +3.659541170e+02 +3.1833e+00 +4.8458e+00 -4.4969e+00
15 +2.315573505e+02 +2.315573505e+02 +1.798473505e+02 +1.798473505e+02 +3.9721e+00 +1.9926e+00 -3.8132e+00
17 +1.038947332e+02 +1.038947332e+02 +5.218473324e+01 +5.218473324e+01 +4.2131e+00 +2.8766e+00 -3.4854e+00
351 +2.802637126e+01 +2.802637126e+01 -2.368362874e+01 -2.368362874e+01 +2.1821e+00 +3.1981e+00 -3.2895e+00
5844 +2.634668039e+01 +2.634668039e+01 -2.536331961e+01 -2.536331961e+01 +2.4433e+00 +3.2339e+00 -3.2744e+00
9871 +1.798924212e+01 +1.798924212e+01 -3.372075788e+01 -3.372075788e+01 +3.8529e+00 +2.5768e+00 -3.1533e+00
13346 +8.859979043e+00 +8.859979043e+00 -4.285002096e+01 -4.285002096e+01 +3.0340e+00 +2.9222e+00 -3.3412e+00
14129 +1.434250491e+00 +1.434250491e+00 -5.027574951e+01 -5.027574951e+01 +2.1657e+00 +3.3360e+00 -3.4171e+00
