% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.947040678e+07 +1.947040678e+07 +1.947019690e+07 +1.947019690e+07 +3.4959e+00 -4.5637e-01 -3.0812e+00 -2.2363e+00 -2.5481e+00
2 +4.055625236e+05 +4.055625236e+05 +4.053526436e+05 +4.053526436e+05 +2.9629e+00 -1.4468e+00 +1.3842e+00 +4.8905e+00 +2.2331e+00
26 +2.540044449e+05 +2.540044449e+05 +2.537945649e+05 +2.537945649e+05 +2.6484e+00 +4.0201e+00 -4.5870e+00 +4.8562e-02 +1.9517e+00
61 +3.732230109e+04 +3.732230109e+04 +3.711242109e+04 +3.711242109e+04 -1.2840e+00 -2.2676e+00 +3.2828e+00 +1.9600e+00 +1.6187e+00
391 +3.508371076e+04 +3.508371076e+04 +3.487383076e+04 +3.487383076e+04 -3.9417e-01 +4.6630e+00 -9.2278e-01 +2.6269e+00 +1.6729e+00
734 +2.622481708e+04 +2.622481708e+04 +2.601493708e+04 +2.601493708e+04 -4.0786e+00 +3.8566e+00 +3.7816e-01 +3.0588e+00 +1.8110e+00
1453 +1.632802798e+04 +1.632802798e+04 +1.611814798e+04 +1.611814798e+04 +3.8246e+00 -1.6615e+00 +1.5005e+00 +1.8416e+00 +1.8371e+00
1975 +9.583096487e+03 +9.583096487e+03 +9.373216487e+03 +9.373216487e+03 +1.1093e+00 +4.4074e+00 +2.1971e+00 +1.9402e+00 +1.7666e+00
3782 +5.634984966e+03 +5.634984966e+03 +5.425104966e+03 +5.425104966e+03 +4.4825e+00 -2.2227e-01 +4.9119e+00 +2.3129e+00 +1.8405e+00
13297 +5.059838335e+02 +5.059838335e+02 +2.961038335e+02 +2.961038335e+02 +4.2893e+00 -3.3450e-01 +2.8358e+00 +2.3704e+00 +1.7790e+00
70716 +3.156221790e+02 +3.156221790e+02 +1.057421790e+02 +1.057421790e+02 +8.8646e-02 +8.1191e-01 +3.1588e+00 +2.3126e+00 +1.7866e+00
401855 +2.572935539e+02 +2.572935539e+02 +4.741355386e+01 +4.741355386e+01 -3.1949e+00 +2.0159e+00 +3.2439e+00 +2.3467e+00 +1.7892e+00
3186820 +2.140079716e+02 +2.140079716e+02 +4.127971573e+00 +4.127971573e+00 +4.7027e+00 -2.0045e+00 +3.6445e+00 +2.4010e+00 +1.7887e+00
3661712 +1.928524861e+02 +1.928524861e+02 -1.702751391e+01 -1.702751391e+01 -2.9441e+00 +1.4696e+00 +3.5093e+00 +2.3925e+00 +1.7737e+00
4628714 +1.528775712e+02 +1.528775712e+02 -5.700242878e+01 -5.700242878e+01 -1.1133e+00 -9.7984e-01 +3.6906e+00 +2.4154e+00 +1.7809e+00
7400626 +7.399228040e+01 +7.399228040e+01 -1.358877196e+02 -1.358877196e+02 -9.7149e-01 +1.1961e+00 +3.3866e+00 +2.3754e+00 +1.7817e+00
7719878 +3.893362072e+01 +3.893362072e+01 -1.709463793e+02 -1.709463793e+02 +5.9451e-02 +3.3785e-01 +3.4049e+00 +2.3761e+00 +1.7826e+00
13701636 +3.048601581e+01 +3.048601581e+01 -1.793939842e+02 -1.793939842e+02 +4.1267e+00 +1.7836e-01 +3.6170e+00 +2.4083e+00 +1.7860e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.232608017e+05 +3.232608017e+05 +3.231687117e+05 +3.231687117e+05 +1.1454e+00 -1.7291e+00 +3.4997e+00 +1.1322e+00 -3.1760e-01
50 +2.010971955e+05 +2.010971955e+05 +2.010051055e+05 +2.010051055e+05 -3.5436e-01 -1.8119e+00 +3.7956e+00 +3.5687e-01 +3.6213e-02
120 +1.161820608e+05 +1.161820608e+05 +1.160899708e+05 +1.160899708e+05 +4.5547e-01 +3.1920e+00 -4.8431e+00 -2.5734e-01 +4.1309e-02
268 +1.034607046e+05 +1.034607046e+05 +1.033686146e+05 +1.033686146e+05 +2.3805e+00 -2.4932e+00 +3.8338e+00 -2.5690e+00 +1.4982e-01
290 +2.176734031e+04 +2.176734031e+04 +2.167525031e+04 +2.167525031e+04 -4.5572e+00 -3.3453e+00 +7.4407e-01 -9.8506e-01 -1.5863e-01
706 +1.426873084e+04 +1.426873084e+04 +1.417664084e+04 +1.417664084e+04 +1.4388e+00 +3.9720e+00 +3.8472e+00 -1.8858e+00 -1.0068e-01
1371 +8.625863173e+03 +8.625863173e+03 +8.533773173e+03 +8.533773173e+03 +4.1371e+00 +6.2866e-01 +5.3040e-01 -2.3107e+00 -8.7654e-02
4197 +2.545818680e+03 +2.545818680e+03 +2.453728680e+03 +2.453728680e+03 -4.9484e+00 +1.9878e+00 -7.4177e-01 -1.5913e+00 -1.3182e-01
31456 +8.311107967e+02 +8.311107967e+02 +7.390207967e+02 +7.390207967e+02 -4.1162e+00 +2.1136e+00 +4.1014e-01 -1.6936e+00 -1.0620e-01
43466 +3.731675053e+02 +3.731675053e+02 +2.810775053e+02 +2.810775053e+02 -3.7034e-01 +4.2755e+00 -2.6976e-02 -1.7990e+00 -1.3491e-01
1567383 +2.636673266e+02 +2.636673266e+02 +1.715773266e+02 +1.715773266e+02 +1.1948e+00 +3.9997e+00 -1.6824e-02 -1.8974e+00 -1.2735e-01
2424305 +1.705427013e+02 +1.705427013e+02 +7.845270130e+01 +7.845270130e+01 -1.1273e+00 +4.6470e+00 +3.8510e-02 -1.8557e+00 -1.2162e-01
3853597 +3.485162123e+01 +3.485162123e+01 -5.723837877e+01 -5.723837877e+01 +3.4149e+00 +2.8517e+00 +8.4415e-02 -1.7999e+00 -1.1953e-01
6638305 +2.738094011e+01 +2.738094011e+01 -6.470905989e+01 -6.470905989e+01 +7.9209e-01 +3.4407e+00 +6.0939e-02 -1.8402e+00 -1.1750e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.305142451e+07 +1.305142451e+07 +1.305133662e+07 +1.305133662e+07 -2.6201e+00 +8.9565e-01 +1.2527e+00 +1.8135e+00 +5.3058e-01
3 +1.072588753e+07 +1.072588753e+07 +1.072579964e+07 +1.072579964e+07 +4.7549e+00 -4.9704e+00 +1.7974e+00 +1.4644e+00 +2.2736e-01
4 +5.440325754e+05 +5.440325754e+05 +5.439446854e+05 +5.439446854e+05 +3.5977e+00 -4.0051e+00 +2.7303e+00 -3.5256e-01 -2.4550e+00
12 +3.042268147e+05 +3.042268147e+05 +3.041389247e+05 +3.041389247e+05 +1.8173e+00 -4.5147e+00 -3.2219e+00 +5.2839e-01 -3.2959e+00
39 +2.315648335e+05 +2.315648335e+05 +2.314769435e+05 +2.314769435e+05 -1.8797e+00 +7.6370e-01 -3.7735e+00 -2.8332e+00 -3.5113e+00
59 +1.462134065e+05 +1.462134065e+05 +1.461255165e+05 +1.461255165e+05 +2.3591e+00 +1.0670e+00 -1.5251e+00 -2.0129e+00 -2.6934e+00
137 +9.242272777e+04 +9.242272777e+04 +9.233483777e+04 +9.233483777e+04 -4.0237e+00 +1.3851e+00 +3.0672e+00 -2.2835e+00 -3.3770e+00
233 +2.206814964e+04 +2.206814964e+04 +2.198025964e+04 +2.198025964e+04 -3.4673e+00 -3.6798e-01 +4.1497e+00 -1.5241e+00 -3.0618e+00
748 +1.088592729e+04 +1.088592729e+04 +1.079803729e+04 +1.079803729e+04 -6.5469e-01 +6.2569e-01 +4.5939e-01 -2.5394e+00 -3.0142e+00
1552 +5.594933209e+03 +5.594933209e+03 +5.507043209e+03 +5.507043209e+03 +3.0017e+00 +3.0906e+00 +2.3479e+00 -2.3634e+00 -3.0378e+00
11199 +5.435190691e+03 +5.435190691e+03 +5.347300691e+03 +5.347300691e+03 +3.9748e+00 +3.0686e+00 +1.7961e-01 -1.9650e+00 -3.1464e+00
13291 +1.325657810e+03 +1.325657810e+03 +1.237767810e+03 +1.237767810e+03 +2.4321e-01 -7.5391e-01 +1.0176e+00 -2.1865e+00 -3.1051e+00
292186 +5.923791423e+02 +5.923791423e+02 +5.044891423e+02 +5.044891423e+02 +3.9343e+00 +3.8279e+00 +1.3881e+00 -2.1318e+00 -3.0599e+00
555401 +5.222643854e+02 +5.222643854e+02 +4.343743854e+02 +4.343743854e+02 +2.8759e-01 +4.0165e+00 +1.5484e+00 -2.0922e+00 -3.1028e+00
703555 +3.349429917e+02 +3.349429917e+02 +2.470529917e+02 +2.470529917e+02 +7.5258e-01 +4.0638e+00 +1.7705e+00 -2.1415e+00 -3.0848e+00
1000418 +2.534551108e+02 +2.534551108e+02 +1.655651108e+02 +1.655651108e+02 -1.8847e+00 +1.4407e+00 +1.2634e+00 -2.1495e+00 -3.0891e+00
1167005 +1.684298575e+02 +1.684298575e+02 +8.053985748e+01 +8.053985748e+01 +3.3389e+00 +2.5641e+00 +1.5090e+00 -2.0794e+00 -3.0868e+00
2479181 +8.101836509e+01 +8.101836509e+01 -6.871634906e+00 -6.871634906e+00 +2.1714e+00 +2.3849e+00 +1.2109e+00 -2.0875e+00 -3.0831e+00
21731664 +6.134217393e+01 +6.134217393e+01 -2.654782607e+01 -2.654782607e+01 -1.9090e+00 +3.7651e+00 +1.4690e+00 -2.1164e+00 -3.0797e+00
45309634 +5.498479120e+01 +5.498479120e+01 -3.290520880e+01 -3.290520880e+01 +1.5704e+00 +2.8809e+00 +1.2524e+00 -2.1171e+00 -3.0884e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.387349353e+06 +2.387349353e+06 +2.387669543e+06 +2.387669543e+06 -2.1313e+00 +7.6217e-01 +8.5491e-01 +1.8639e+00 -4.8104e+00
6 +5.413406489e+05 +5.413406489e+05 +5.416608389e+05 +5.416608389e+05 +3.0540e+00 -2.8786e+00 +1.8921e-01 -3.6612e+00 -4.0563e+00
17 +4.671287991e+05 +4.671287991e+05 +4.674489891e+05 +4.674489891e+05 -3.8287e+00 -3.8781e+00 +4.0656e+00 -2.5119e+00 -4.1216e+00
41 +2.403300363e+05 +2.403300363e+05 +2.406502263e+05 +2.406502263e+05 -1.0073e+00 +3.1531e+00 +2.0706e-02 -2.8200e+00 -3.1429e+00
65 +8.477420972e+04 +8.477420972e+04 +8.509439972e+04 +8.509439972e+04 -6.4144e-01 -2.6713e+00 -3.0640e+00 -7.8298e-01 -3.7248e+00
272 +6.574650169e+04 +6.574650169e+04 +6.606669169e+04 +6.606669169e+04 -1.8816e+00 +3.3036e+00 -3.5837e+00 -1.9446e+00 -3.4980e+00
324 +5.024511817e+04 +5.024511817e+04 +5.056530817e+04 +5.056530817e+04 -3.2679e+00 +4.5379e-01 -1.6332e+00 -9.1695e-02 -3.6180e+00
339 +4.570484041e+04 +4.570484041e+04 +4.602503041e+04 +4.602503041e+04 +1.3210e+00 +4.1499e+00 -4.9694e-01 -3.6204e-01 -3.2901e+00
374 +3.501494632e+04 +3.501494632e+04 +3.533513632e+04 +3.533513632e+04 +1.4270e+00 +1.2977e+00 -3.8219e+00 -9.1328e-01 -3.3794e+00
925 +1.719423678e+04 +1.719423678e+04 +1.751442678e+04 +1.751442678e+04 -3.5516e+00 -3.5040e+00 +2.9623e-01 -1.0112e+00 -3.3466e+00
1400 +7.802161365e+03 +7.802161365e+03 +8.122351365e+03 +8.122351365e+03 -3.0426e+00 +3.5418e+00 -7.6859e-01 -1.0846e+00 -3.4906e+00
4561 +6.759703250e+03 +6.759703250e+03 +7.079893250e+03 +7.079893250e+03 +4.0225e+00 +3.7675e+00 +3.6458e-01 -8.7311e-01 -3.5424e+00
7139 +6.271633187e+03 +6.271633187e+03 +6.591823187e+03 +6.591823187e+03 -3.6334e+00 +2.6952e+00 +2.3569e-01 -7.2504e-01 -3.4158e+00
7411 +5.834801674e+03 +5.834801674e+03 +6.154991674e+03 +6.154991674e+03 -2.5744e+00 -7.6284e-01 +5.1136e-01 -1.0725e+00 -3.5331e+00
7671 +1.232166682e+03 +1.232166682e+03 +1.552356682e+03 +1.552356682e+03 +3.9518e+00 -2.6146e+00 +1.8477e+00 -6.9680e-01 -3.4850e+00
18087 +6.480672170e+02 +6.480672170e+02 +9.682572170e+02 +9.682572170e+02 -1.9554e+00 +8.8854e-01 +1.9170e+00 -8.9568e-01 -3.4705e+00
151801 +1.828091406e+02 +1.828091406e+02 +5.029991406e+02 +5.029991406e+02 -4.7728e+00 -3.0243e+00 +1.5445e+00 -9.1288e-01 -3.4761e+00
883455 +1.307736955e+02 +1.307736955e+02 +4.509636955e+02 +4.509636955e+02 +8.2233e-01 -1.0808e+00 +1.4834e+00 -8.5006e-01 -3.4781e+00
5548175 +4.505913979e+01 +4.505913979e+01 +3.652491398e+02 +3.652491398e+02 +2.4816e+00 -1.7184e+00 +1.4906e+00 -8.4751e-01 -3.4662e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.640271305e+07 +1.640271305e+07 +1.640260881e+07 +1.640260881e+07 -3.2456e+00 -1.7096e+00 +3.8326e+00 +9.2725e-01 -4.0882e+00
3 +1.068261923e+07 +1.068261923e+07 +1.068251499e+07 +1.068251499e+07 +4.2807e+00 +2.7849e+00 -3.4752e+00 -3.1998e+00 -3.3331e+00
4 +8.763546357e+05 +8.763546357e+05 +8.762503957e+05 +8.762503957e+05 -3.2127e+00 -2.8061e+00 -1.4293e+00 +3.0163e+00 +6.5416e-01
