% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.199005260e+01 +2.505005260e+01 +2.505005260e+01 +2.6461e+00 -2.1212e+00 +8.5397e-01 +1.5667e+00 -1.3073e+00
3 0 +3.867484807e+01 +2.173484807e+01 +2.173484807e+01 +4.8479e-01 +1.3231e+00 -2.7855e-01 +1.5301e+00 -9.6229e-01
4 0 +3.485137069e+01 +1.791137069e+01 +1.791137069e+01 +1.6834e+00 +2.0464e+00 -2.1924e+00 -1.6725e-01 +2.4271e+00
12 0 +2.063962925e+01 +3.699629250e+00 +3.699629250e+00 +1.7225e+00 +3.2850e-01 -1.4200e+00 +1.6287e+00 +2.9685e-01
18 0 +1.832827913e+01 +1.388279134e+00 +1.388279134e+00 +2.8159e+00 +5.0319e-01 -9.2838e-01 -1.2793e+00 +4.4493e-01
42 0 +1.780648383e+01 +8.664838332e-01 +8.664838332e-01 +2.6273e+00 +2.3123e+00 -1.7602e+00 -1.0724e-01 +1.6685e+00
195 0 +8.607967351e+00 -8.332032649e+00 -8.332032649e+00 +2.2648e+00 +2.7581e+00 -2.6256e+00 +1.1810e+00 +1.2856e+00
2619 0 +7.958380622e+00 -8.981619378e+00 -8.981619378e+00 +1.6832e+00 +8.8768e-01 -2.3469e+00 +2.6686e+00 +9.3565e-01
2620 0 +6.922729083e+00 -1.001727092e+01 -1.001727092e+01 +2.2338e+00 +1.7604e+00 -2.5898e+00 +1.9614e+00 +1.4165e+00
5992 0 +5.707399027e+00 -1.123260097e+01 -1.123260097e+01 +1.9357e+00 +2.1882e+00 -1.6074e+00 +2.5896e+00 -5.6508e-02
9942 0 +4.574936787e+00 -1.236506321e+01 -1.236506321e+01 +2.6643e+00 +1.4984e+00 -2.1365e+00 +2.5612e+00 +1.0108e+00
10486 0 +4.559088356e+00 -1.238091164e+01 -1.238091164e+01 +2.3139e+00 +1.3982e+00 -1.9639e+00 +2.5150e+00 +1.1353e+00
46796 0 +2.813720385e+00 -1.412627961e+01 -1.412627961e+01 +2.7745e+00 +2.1255e+00 -2.2997e+00 +1.7983e+00 +1.5139e+00
232459 0 +2.099529543e+00 -1.484047046e+01 -1.484047046e+01 +2.8863e+00 +2.1955e+00 -1.7194e+00 +1.9168e+00 +1.1002e+00
1552490 0 +1.957871703e+00 -1.498212830e+01 -1.498212830e+01 +2.8783e+00 +2.6851e+00 -1.8874e+00 +1.5009e+00 +1.3520e+00
1625725 0 +1.683562577e+00 -1.525643742e+01 -1.525643742e+01 +2.8117e+00 +2.3853e+00 -1.8947e+00 +1.7063e+00 +1.2079e+00
2301790 0 +1.523711619e+00 -1.541628838e+01 -1.541628838e+01 +2.8729e+00 +2.3415e+00 -1.7431e+00 +1.8476e+00 +1.1154e+00
2727908 0 +1.096511336e+00 -1.584348866e+01 -1.584348866e+01 +2.9545e+00 +2.1216e+00 -1.9726e+00 +1.8757e+00 +1.1813e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.067411926e+01 +3.948411926e+01 +3.948411926e+01 -1.5225e+00 +2.3481e+00 -2.1335e+00 +6.2000e-01 +2.6610e+00
6 0 +1.825532932e+01 +3.706532932e+01 +3.706532932e+01 -1.5581e+00 +8.7873e-01 -1.2857e+00 -2.4783e-01 +2.6569e+00
14 0 +1.654703450e+01 +3.535703450e+01 +3.535703450e+01 -1.6217e+00 -3.6960e-01 -5.4299e-01 +6.2026e-01 +5.6266e-01
49 0 +9.489181692e+00 +2.829918169e+01 +2.829918169e+01 +5.7830e-01 +2.0245e+00 -8.8290e-01 -1.2006e+00 +1.5103e+00
