% f evaluations | g evaluations | best noise-free fitness - Fopt (4.078000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.057860321e+01 +6.135860321e+01 +6.135860321e+01 -2.2579e+00 +1.0393e+00
2 0 +1.246853682e+01 +5.324853682e+01 +5.324853682e+01 -7.6857e-01 +1.3105e+00
5 0 +2.495706563e+00 +4.327570656e+01 +4.327570656e+01 -2.0528e+00 -2.7390e+00
6 0 +1.980930350e+00 +4.276093035e+01 +4.276093035e+01 +4.8435e-02 +2.2430e+00
12 0 +1.805112492e+00 +4.258511249e+01 +4.258511249e+01 +2.9040e+00 +1.4173e+00
72 0 +3.965813829e-01 +4.117658138e+01 +4.117658138e+01 -1.6007e+00 -1.0888e+00
76 0 +1.423881348e-02 +4.079423881e+01 +4.079423881e+01 -2.2573e+00 -1.5022e+00
162 0 +1.833642825e-03 +4.078183364e+01 +4.078183364e+01 -2.5856e+00 -1.9082e+00
1160 0 +1.563399895e-04 +4.078015634e+01 +4.078015634e+01 -2.4571e+00 -1.7773e+00
2460 0 +2.099802463e-05 +4.078002100e+01 +4.078002100e+01 -2.5824e+00 -1.8283e+00
12348 0 +2.025071392e-05 +4.078002025e+01 +4.078002025e+01 -2.4736e+00 -1.7377e+00
19726 0 +1.052266470e-06 +4.078000105e+01 +4.078000105e+01 -2.4823e+00 -1.7678e+00
28205 0 +1.433768659e-08 +4.078000001e+01 +4.078000001e+01 -2.5128e+00 -1.7898e+00
194359 0 +8.097416071e-10 +4.078000000e+01 +4.078000000e+01 -2.5167e+00 -1.7871e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.600000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.339981464e+01 +1.179981464e+01 +1.179981464e+01 -1.6501e+00 +1.3150e+00
3 0 +4.651408372e+00 +3.051408372e+00 +3.051408372e+00 -3.5098e-01 +4.4712e-01
11 0 +5.467999290e-02 -1.545320007e+00 -1.545320007e+00 +1.8407e+00 -2.0338e+00
203 0 +1.273613296e-02 -1.587263867e+00 -1.587263867e+00 +1.0206e+00 -1.9202e+00
326 0 +3.694581606e-03 -1.596305418e+00 -1.596305418e+00 +1.4486e+00 -2.0697e+00
1276 0 +3.587605263e-03 -1.596412395e+00 -1.596412395e+00 +9.8378e-01 -1.9438e+00
1646 0 +1.623200073e-03 -1.598376800e+00 -1.598376800e+00 +9.4804e-01 -2.0440e+00
2542 0 +1.317065568e-08 -1.599999987e+00 -1.599999987e+00 +1.1448e+00 -2.0143e+00
230742 0 +3.215846478e-09 -1.599999997e+00 -1.599999997e+00 +1.1172e+00 -2.0122e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.708400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.366304297e+00 -3.664736957e+02 -3.664736957e+02 -2.6364e+00 +1.0327e+00
3 0 +2.307312530e+00 -3.685326875e+02 -3.685326875e+02 +1.2177e-01 +1.7286e+00
11 0 +1.969283410e+00 -3.688707166e+02 -3.688707166e+02 +1.5193e+00 -2.9864e-01
14 0 +1.703127853e+00 -3.691368721e+02 -3.691368721e+02 +2.9761e+00 -4.3498e-01
48 0 +5.395389295e-02 -3.707860461e+02 -3.707860461e+02 +2.9555e+00 -8.8264e-01
157 0 +4.641944374e-02 -3.707935806e+02 -3.707935806e+02 +2.9273e+00 -8.6443e-01
599 0 +3.690418218e-03 -3.708363096e+02 -3.708363096e+02 +2.7685e+00 -6.6383e-01
4024 0 +1.248927596e-03 -3.708387511e+02 -3.708387511e+02 +2.8693e+00 -7.3896e-01
5403 0 +8.769559113e-04 -3.708391230e+02 -3.708391230e+02 +2.9936e+00 -7.2025e-01
7641 0 +2.842715227e-04 -3.708397157e+02 -3.708397157e+02 +2.9862e+00 -7.3189e-01
12719 0 +1.852207439e-04 -3.708398148e+02 -3.708398148e+02 +2.9652e+00 -7.6401e-01
24423 0 +1.770528658e-04 -3.708398229e+02 -3.708398229e+02 +2.9866e+00 -7.3982e-01
86723 0 +1.263592651e-04 -3.708398736e+02 -3.708398736e+02 +2.9724e+00 -7.6246e-01
