% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.656643233e+07 +3.656643233e+07 +3.656637739e+07 +3.656637739e+07
10 +3.339591481e+07 +3.339591481e+07 +3.339585987e+07 +3.339585987e+07
14 +8.904705287e+06 +8.904705287e+06 +8.904650347e+06 +8.904650347e+06
139 +5.764359952e+06 +5.764359952e+06 +5.764305012e+06 +5.764305012e+06
1772 +5.330953543e+06 +5.330953543e+06 +5.330898603e+06 +5.330898603e+06
10741 +3.600755925e+06 +3.600755925e+06 +3.600700985e+06 +3.600700985e+06
10777 +2.669743173e+06 +2.669743173e+06 +2.669688233e+06 +2.669688233e+06
68067 +1.560601733e+06 +1.560601733e+06 +1.560546793e+06 +1.560546793e+06
3273903 +1.418210896e+06 +1.418210896e+06 +1.418155956e+06 +1.418155956e+06
10409600 +1.189024108e+06 +1.189024108e+06 +1.188969168e+06 +1.188969168e+06
84327959 +1.150351526e+06 +1.150351526e+06 +1.150296586e+06 +1.150296586e+06
123369671 +9.918903221e+05 +9.918903221e+05 +9.918353821e+05 +9.918353821e+05
348634091 +6.025440854e+05 +6.025440854e+05 +6.024891454e+05 +6.024891454e+05
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067914459e+08 +1.067914459e+08 +1.067915050e+08 +1.067915050e+08
2 +6.078131204e+07 +6.078131204e+07 +6.078137117e+07 +6.078137117e+07
3 +3.716425724e+07 +3.716425724e+07 +3.716431637e+07 +3.716431637e+07
4 +2.910974545e+07 +2.910974545e+07 +2.910980458e+07 +2.910980458e+07
29 +2.342287674e+07 +2.342287674e+07 +2.342293587e+07 +2.342293587e+07
83 +8.326070718e+06 +8.326070718e+06 +8.326129848e+06 +8.326129848e+06
229 +7.496604949e+06 +7.496604949e+06 +7.496664079e+06 +7.496664079e+06
957 +6.255051685e+06 +6.255051685e+06 +6.255110815e+06 +6.255110815e+06
3074 +5.358041072e+06 +5.358041072e+06 +5.358100202e+06 +5.358100202e+06
9000 +5.017086969e+06 +5.017086969e+06 +5.017146099e+06 +5.017146099e+06
12038 +4.344532295e+06 +4.344532295e+06 +4.344591425e+06 +4.344591425e+06
39360 +3.762747092e+06 +3.762747092e+06 +3.762806222e+06 +3.762806222e+06
40269 +3.618820022e+06 +3.618820022e+06 +3.618879152e+06 +3.618879152e+06
56789 +2.493886504e+06 +2.493886504e+06 +2.493945634e+06 +2.493945634e+06
242181 +1.787092507e+06 +1.787092507e+06 +1.787151637e+06 +1.787151637e+06
2375120 +1.421100291e+06 +1.421100291e+06 +1.421159421e+06 +1.421159421e+06
6349987 +1.394849119e+06 +1.394849119e+06 +1.394908249e+06 +1.394908249e+06
7240886 +1.311661649e+06 +1.311661649e+06 +1.311720779e+06 +1.311720779e+06
